06.06.2025                                                                                                    Dynamic List Display                                                                                                                                                             1


	/BIC/MD_RS	OBJVERS	CHANGED	/BIC/MD_RS_NK	/BIC/MD_PH	/BIC/MD_RS_TP	/BIC/MD_RS_EN	/BIC/MD_RS_OF	/BIC/MD_RS_FY	/BIC/MD_RS_LY	/BIC/MD_RS_PL	/BIC/MD_AD	/BIC/MD_RS_AS	/BIC/MD_RS_BN	/BIC/MD_RS_PT	/BIC/MD_RS_PA	/BIC/MD_RS_AR	/BIC/MD_RS_YO
	      0662	A		AW00000662	1 (11) 500 555-0146	SPECIALTY BIKE SHOP	          16	A	         2007	         2008	TOURING	28, AVENUE DES CHAMPS-ELYS?ES	     800.000	UNITED SECURITY	           01	           0	      80.000	         1988
	      0663	A		AW00000663	1 (11) 500 555-0112	WAREHOUSE	          46	Q	         2007	         2008	MOUNTAIN	BUERGERMEISTER-ULRICH-STR 9500	   1.500.000	PRIMARY BANK & RESERVE	           02	           0	     150.000	         1990
	      0664	A		AW00000664	1 (11) 500 555-0118	VALUE ADDED RESELLER	          11	S	         2007	         2008	TOURING	45671 QUEENS ROAD CT.	     800.000	GUARDIAN BANK	           03	         600	      80.000	         1992
	      0665	A		AW00000665	1 (11) 500 555-0178	SPECIALTY BIKE SHOP	          19	A	         2006	         2007	MOUNTAIN	99 DEAN STREET, SOHO	     800.000	RESERVE SECURITY	           00	           0	      80.000	         1994
	      0666	A		AW00000666	916-555-0133	WAREHOUSE	          49	Q	         2006	         2008	ROAD	POLARIS TOWN CENTER	   1.500.000	INTERNATIONAL BANK	           01	           0	     150.000	         1996
	      0667	A		AW00000667	272-555-0126	VALUE ADDED RESELLER	          14	S	         2006	         2008	MOUNTAIN	GREEN ACRES MALL	     800.000	INTERNATIONAL SECURITY	           02	           0	      80.000	         1998
	      0668	A		AW00000668	942-555-0141	SPECIALTY BIKE SHOP	          22	A	         2006	         2008	ROAD	9905 THREE RIVERS DRIVE	   1.000.000	PRIMARY INTERNATIONAL	           03	         600	     100.000	         2000
	      0669	A		AW00000669	899-555-0134	WAREHOUSE	          52	Q	         2006	         2008	ROAD	225 SOUTH 314TH STREET	   3.000.000	UNITED SECURITY	           03	       1.000	     300.000	         2002
	      0670	A		AW00000670	859-555-0140	VALUE ADDED RESELLER	          17	S	         2005	         2008	ROAD	KANSAS CITY FACTORY OUTLET	     800.000	PRIMARY BANK & RESERVE	           02	           0	      80.000	         2004
	      0671	A		AW00000671	747-555-0113	SPECIALTY BIKE SHOP	          25	A	         0000	         0000	ROAD	FIESTA TRAIL SHOPPING CENTER	   1.000.000	GUARDIAN BANK	           01	           0	     100.000	         2005
	      0672	A		AW00000672	169-555-0178	WAREHOUSE	          55	Q	         2007	         2008	TOURING	4635 S. HARRISON BLVD.	   3.000.000	RESERVE SECURITY	           00	           0	     300.000	         2003
	      0673	A		AW00000673	107-555-0117	VALUE ADDED RESELLER	          20	S	         2006	         2008	MOUNTAIN	825 W 500 S	   1.000.000	INTERNATIONAL BANK	           01	           0	     100.000	         2004
	      0674	A		AW00000674	685-555-0117	SPECIALTY BIKE SHOP	          28	A	         2005	         2008	ROAD	603 GELLERT BLVD	   1.000.000	INTERNATIONAL SECURITY	           02	           0	     100.000	         1975
	      0675	A		AW00000675	698-555-0183	WAREHOUSE	          58	Q	         2005	         2008	ROAD	254075 BISCAYNE BLVD.	   3.000.000	PRIMARY INTERNATIONAL	           03	         600	     300.000	         2003
	      0676	A		AW00000676	967-555-0129	VALUE ADDED RESELLER	          19	S	         2005	         2008	MOUNTAIN	42525 AUSTELL ROAD	     800.000	UNITED SECURITY	           00	           0	      80.000	         1979
	      0677	A		AW00000677	394-555-0168	SPECIALTY BIKE SHOP	          31	A	         2006	         2008	MOUNTAIN	9984 WELLINGTON STREET	   1.500.000	PRIMARY BANK & RESERVE	           01	           0	     150.000	         2002
	      0678	A		AW00000678	916-555-0137	WAREHOUSE	          61	Q	         2005	         2008	MOUNTAIN	9950 FERRAND DRIVE, 9TH FLOOR	   3.000.000	GUARDIAN BANK	           02	           0	     300.000	         1983
	      0679	A		AW00000679	393-555-0167	VALUE ADDED RESELLER	          18	S	         2005	         2008	ROAD	990TH FLOOR 700 DE LA GAUCHETISRE OU	     800.000	RESERVE SECURITY	           03	         600	      80.000	         2001
	      0680	A		AW00000680	1 (11) 500 555-0139	SPECIALTY BIKE SHOP	          34	A	         2007	         2008	MOUNTAIN	21, AVENUE DE LA GARE	   1.500.000	INTERNATIONAL BANK	           03	         600	     150.000	         1987
	      0681	A		AW00000681	1 (11) 500 555-0153	WAREHOUSE	          64	Q	         2007	         2008	ROAD	ERFTPLATZ 22	   3.000.000	INTERNATIONAL SECURITY	           02	           0	     300.000	         2000
	      0682	A		AW00000682	1 (11) 500 555-0182	VALUE ADDED RESELLER	          17	S	         2007	         2008	TOURING	LEVEL 7	     800.000	PRIMARY INTERNATIONAL	           01	           0	      80.000	         1991
	      0683	A		AW00000683	1 (11) 500 555-0137	SPECIALTY BIKE SHOP	          37	A	         2006	         2008	MOUNTAIN	PARK HOUSE-4TH FLOOR, 2516 PARK ST.	   1.500.000	UNITED SECURITY	           00	           0	     150.000	         1999
	      0684	A		AW00000684	158-555-0188	WAREHOUSE	          67	Q	         2005	         2008	ROAD	CONNECTICUT POST MALL	   3.000.000	PRIMARY BANK & RESERVE	           01	           0	     300.000	         1995
	      0685	A		AW00000685	763-555-0120	VALUE ADDED RESELLER	          16	S	         2006	         2008	MOUNTAIN	660 SAINT-JACQUES, BUREAU 400	     800.000	GUARDIAN BANK	           02	           0	      80.000	         1998
	      0686	A		AW00000686	1 (11) 500 555-0177	SPECIALTY BIKE SHOP	          40	A	         2006	         2008	MOUNTAIN	62, ROUTE DE MARSEILLE	   1.500.000	RESERVE SECURITY	           03	         600	     150.000	         1999
	      0687	A		AW00000687	1 (11) 500 555-0178	WAREHOUSE	          70	Q	         2007	         2008	MOUNTAIN	VIKTORIA-LUISE-PLATZ 475	   3.000.000	INTERNATIONAL BANK	           00	           0	     300.000	         1997
	      0688	A		AW00000688	1 (11) 500 555-0191	VALUE ADDED RESELLER	          15	S	         2007	         2008	TOURING	254A BAKER STREET	     800.000	INTERNATIONAL SECURITY	           01	           0	      80.000	         2003
	      0689	A		AW00000689	1 (11) 500 555-0113	SPECIALTY BIKE SHOP	          43	A	         0000	         0000	ROAD	67 VINCENT SQUARE, VICTORIA	   1.500.000	PRIMARY INTERNATIONAL	           02	           0	     150.000	         1996
	      0690	A		AW00000690	362-555-0121	WAREHOUSE	          73	Q	         2006	         2007	ROAD	INDIAN MOUND MALL	   3.000.000	UNITED SECURITY	           03	         600	     300.000	         2002
	      0691	A		AW00000691	751-555-0119	VALUE ADDED RESELLER	          14	S	         2007	         2008	TOURING	AMITY PLAZA	     800.000	PRIMARY BANK & RESERVE	           03	         200	      80.000	         1995
	      0692	A		AW00000692	143-555-0113	SPECIALTY BIKE SHOP	          46	A	         2006	         2008	ROAD	7009 SW HALL BLVD.	   1.500.000	GUARDIAN BANK	           02	           0	     150.000	         2001
	      0693	A		AW00000693	539-555-0121	WAREHOUSE	          76	Q	         2007	         2008	TOURING	99295 S.E. TUALATIN VALLEY_HWY.	   3.000.000	RESERVE SECURITY	           01	           0	     300.000	         1994
	      0694	A		AW00000694	713-555-0168	VALUE ADDED RESELLER	          13	S	         2006	         2007	ROAD	MEDFORD OUTLET CENTER	     800.000	INTERNATIONAL BANK	           00	           0	      80.000	         2000
	      0695	A		AW00000695	620-555-0117	SPECIALTY BIKE SHOP	          49	A	         2006	         2008	MOUNTAIN	WARD PARKWAY CENTER	   1.500.000	INTERNATIONAL SECURITY	           01	           0	     150.000	         1993
	      0696	A		AW00000696	962-555-0144	WAREHOUSE	          79	Q	         2005	         2006	ROAD	2564 S. REDWOOD RD.	   3.000.000	PRIMARY INTERNATIONAL	           02	           0	     300.000	         1999
	      0697	A		AW00000697	774-555-0133	VALUE ADDED RESELLER	          12	S	         2005	         2008	MOUNTAIN	9927 N. MAIN ST.	     800.000	UNITED SECURITY	           03	         600	      80.000	         1992
	      0698	A		AW00000698	944-555-0148	SPECIALTY BIKE SHOP	          48	A	         2006	         2007	ROAD	566 S. MAIN	   1.500.000	PRIMARY BANK & RESERVE	           00	           0	     150.000	         1998
	      0699	A		AW00000699	716-555-0123	WAREHOUSE	          80	Q	         2008	         2008	ROAD	6333 CLOVERLEAF PARKWAY	   3.000.000	GUARDIAN BANK	           01	           0	     300.000	         1991
	      0700	A		AW00000700	703-555-0158	VALUE ADDED RESELLER	          11	S	         2007	         2008	ROAD	8520 UNIVERSITY CITY BLVD	     800.000	RESERVE SECURITY	           02	           0	      80.000	         1997
	      0701	A		AW00000701	674-555-0188	WAREHOUSE	          81	Q	         2006	         2008	ROAD	67255 - 8TH STREET N.E., SUITE 350	   3.000.000	GUARDIAN BANK	           03	         600	     300.000	         1996
